   Data source: Cometa - EmgTools - 2.1.4 - Files: 0956~... - collection; EMG filter: 0 - 500 Hz     - 
Time(s)  ; L.RecFem(uV) ; L.VasLat(uV) ; L.VasMedO(uV) ; L.VasMedV(uV) 
 18.1280;  11.1689;   7.0766;   0.6929;  31.8926;
 18.1290;  12.7792;   7.3678; -11.0905;  29.4569;
 18.1300;  14.3588;   7.6958; -16.6444;  27.4476;
 18.1310;  14.4974;   7.5064; -11.1462;  25.8699;
 18.1320;  14.3193;   7.0351;   6.5433;  26.0239;
 18.1330;  14.1487;   8.6171;  29.2191;  29.5497;
 18.1340;  13.6233;   8.6133;  45.9313;  31.7317;
 18.1350;  12.7605;   9.0979;  41.4273;  31.7839;
 18.1360;  12.8623;  10.9395;  26.1328;  32.0992;
 18.1370;  14.2965;  11.3311;  21.4241;  32.1339;
 18.1380;  14.9499;  13.1334;  18.5210;  32.0299;
 18.1390;  14.4855;  12.3154;  13.8670;  30.6707;
 18.1400;  14.1706;  12.0211;  14.5736;  30.2570;
 18.1410;  14.0133;  12.3659;  17.5730;  31.3691;
 18.1420;  13.8219;   8.4293;  21.7443;  30.7059;
 18.1430;  15.6641;  10.0930;  21.8827;  30.7105;
 18.1440;  17.9948;  10.1263;  13.3227;  29.4886;
 18.1450;  15.5567;   7.2996;   5.3720;  26.7601;
 18.1460;  13.4422;  10.1879;   6.5118;  28.0370;
 18.1470;  15.3944;   6.7435;  11.8903;  28.2950;
 18.1480;  15.4770;   8.9845;  14.1635;  26.9084;
 18.1490;  15.8851;  19.8239;  10.3954;  28.9970;
 18.1500;  17.5339;  17.0934;   3.8116;  30.4483;
 18.1510;  15.9415;  10.8005;   2.7373;  30.9682;
 18.1520;  14.6433;   9.6738;   2.6174;  33.3264;
 18.1530;  16.2819;   9.9832;  -0.5797;  35.4921;
 18.1540;  17.9131;  11.4502;  -1.6765;  35.9731;
 18.1550;  17.3505;  10.7585;  -4.0271;  34.7380;
 18.1560;  17.0196;  11.4695;  -5.9130;  33.3388;
 18.1570;  18.2847;  11.6701;  -7.8179;  32.8296;
 18.1580;  17.6097;  10.6575;  -9.9238;  32.8862;
 18.1590;  16.7508;  10.3214;  -6.7520;  32.5677;
 18.1600;  17.4367;   8.0845; -11.1063;  30.3524;
 18.1610;  17.3736;   8.8768; -15.9425;  28.5271;
 18.1620;  17.4785;  10.1401;  -2.2485;  30.2124;
 18.1630;  17.7503;   9.1035;  15.9483;  32.5539;
 18.1640;  17.9106;   9.3110;  26.8892;  32.6481;
 18.1650;  18.1090;   9.3483;  30.1302;  32.6471;
 18.1660;  17.3837;   9.8281;  27.3319;  32.9595;
 18.1670;  16.0407;   9.9756;  19.1118;  32.2525;
 18.1680;  15.3647;  11.2412;   3.5317;  31.2488;
 18.1690;  15.0368;  12.1229;  -8.0950;  29.8387;
 18.1700;  12.6013;  10.3150; -10.1115;  28.6002;
 18.1710;  11.7617;  10.4005;  -1.7624;  28.7416;
 18.1720;  13.6021;  10.3478;  16.3140;  31.1385;
 18.1730;  13.0635;  11.0509;  30.7202;  33.8461;
 18.1740;  14.5859;   9.7780;  34.3347;  33.0245;
 18.1750;  17.2284;   7.2587;  24.5981;  32.7239;
 18.1760;  16.2158;   8.3883;  12.9359;  32.2777;
 18.1770;  14.6827;   2.4067;  14.2721;  28.6517;
 18.1780;  11.1117;   7.7979;  16.1002;  29.5101;
 18.1790;  11.0402;  31.0092;  15.0760;  29.7691;
 18.1800;  14.5406;  44.7898;  20.0228;  27.3738;
 18.1810;   8.6276;  61.7589;  21.4344;  30.8061;
 18.1820;   2.5417;  73.5248;  10.0440;  29.6420;
 18.1830;   5.4915;  59.6751;  -3.3175;  25.8073;
 18.1840;   6.7751;  40.4635;  -4.1148;  29.1208;
 18.1850;   6.3329;  15.6688;   2.2865;  30.1619;
 18.1860;   9.0792; -10.9604;   6.1533;  30.9611;
 18.1870;  10.9584; -35.0224;   4.2482;  33.3300;
 18.1880;  11.3377; -59.2196;  -0.0594;  32.2338;
 18.1890;  11.8862; -58.0809;  -0.0373;  32.6356;
 18.1900;  10.4939; -42.3996;  -1.9316;  32.8837;
 18.1910;   9.9252; -31.8776;  -4.4855;  31.4708;
 18.1920;  11.1166; -15.4437;  -5.6502;  29.9714;
 18.1930;  10.4442;  -3.5683;  -4.7988;  29.8607;
 18.1940;  12.3370;  -0.0448;  11.2453;  34.4595;
 18.1950;  13.4647;   1.6244;  21.7608;  34.4269;
 18.1960;   9.2116;   0.5892;  13.3135;  29.9070;
 18.1970;   8.8713;   2.9281;  10.4910;  31.7212;
 18.1980;  10.2926;   3.8835;   9.5235;  32.3369;
 18.1990;   9.5350;   2.1387;   7.0278;  29.0121;
 18.2000;  10.8063;   4.5602;  10.9305;  29.8086;
 18.2010;  11.3046;   7.1613;  12.0522;  32.3036;
 18.2020;  11.5988;   7.8535;  12.3074;  32.9340;
 18.2030;  11.5280;   8.2454;  15.0306;  34.0704;
 18.2040;   9.8854;   9.3741;  16.0771;  35.2054;
 18.2050;  10.3716;  11.5594;  14.8444;  33.9111;
 18.2060;  10.4043;  12.2688;  11.6220;  33.4732;
 18.2070;   9.7534;  11.0865;   8.6804;  33.2139;
 18.2080;  10.3663;  11.3525;   6.2475;  30.0046;
 18.2090;   9.6501;  12.3782;   5.0246;  29.5759;
 18.2100;   8.8854;   8.9233;   4.6887;  31.1417;
 18.2110;   9.7528;   6.3421;   4.5452;  31.7558;
 18.2120;  10.5765;   9.7074;   4.7756;  34.1073;
 18.2130;   9.9993;  11.3923;   4.3189;  34.7863;
 18.2140;  10.2453;  11.0960;   4.0637;  34.6791;
 18.2150;  11.4764;  12.3977;   2.6842;  35.9958;
 18.2160;  10.8910;  13.4084;   8.1425;  39.2699;
 18.2170;  10.8165;  13.7951;  16.7052;  46.4152;
 18.2180;  10.7809;  11.9821;   5.0979;  45.6627;
 18.2190;  10.3389;   9.5104; -12.0624;  36.4376;
 18.2200;  12.1525;  10.7791; -14.3623;  33.4767;
 18.2210;  12.9367;  13.2649; -10.8368;  33.7168;
 18.2220;  12.8459;  13.4016;   1.2671;  33.7044;
 18.2230;  12.4671;  13.3340;  16.9493;  34.6256;
 18.2240;  10.3214;  14.1541;  22.0713;  34.2387;
 18.2250;  10.0147;  13.2973;  22.3205;  35.9578;
 18.2260;  10.4254;  12.3293;  22.7366;  36.5298;
 18.2270;  10.3772;  13.3501;  22.1383;  35.0387;
 18.2280;  11.0301;  13.3095;  19.8644;  36.2152;
 18.2290;  11.1468;  12.5453;  15.2726;  36.0145;
 18.2300;  12.5033;  13.8944;  11.5325;  35.8915;
 18.2310;  13.0364;  15.7786;  10.9093;  37.0067;
 18.2320;  11.4178;  16.6005;  11.2265;  36.0107;
 18.2330;  11.4538;  16.6339;  11.0868;  36.1444;
 18.2340;  11.3011;  15.3965;  10.1077;  35.9163;
 18.2350;  10.2112;  14.0712;   6.2629;  34.4030;
 18.2360;  10.2886;  14.6846;   3.8142;  34.4207;
 18.2370;  10.2163;  16.8798;   4.7664;  34.5473;
 18.2380;  10.0499;  19.8669;   1.8772;  34.7150;
 18.2390;  10.7146;  21.2209;  -1.9139;  34.3033;
 18.2400;  11.2236;  18.9870;   1.1726;  35.6824;
 18.2410;  11.2595;  15.7073;   9.2867;  39.0943;
 18.2420;  11.8901;  13.6362;  14.9794;  38.2308;
 18.2430;  12.4845;  13.7643;  15.0029;  36.7704;
 18.2440;  12.1934;  14.3274;  14.6066;  37.3116;
 18.2450;  12.6902;  12.6308;  12.2632;  36.2394;
 18.2460;  13.0676;  12.0487;   4.9854;  35.5813;
 18.2470;  11.6369;  13.1270;  -2.1618;  34.4942;
 18.2480;  11.0526;  12.3347;  -7.4110;  33.5744;
 18.2490;  11.7885;  11.7289;  -8.8401;  33.4333;
 18.2500;  11.7280;  12.8799;  -7.0939;  30.9712;
 18.2510;  12.0036;  13.7086;  -0.8601;  31.6764;
 18.2520;  13.1637;  13.7686;  13.4877;  35.3131;
 18.2530;  14.4493;  14.0180;  20.1045;  34.9004;
 18.2540;  15.3067;  14.5198;  10.3028;  34.0324;
 18.2550;  14.3187;  14.4343;  -0.2074;  34.2937;
 18.2560;  13.9709;  13.6932;  -7.3218;  33.3659;
 18.2570;  14.6122;  13.3894; -14.7208;  32.8680;
 18.2580;  12.9123;  13.6002;  -9.5469;  32.4555;
 18.2590;  12.2478;  13.2341;  16.7356;  33.5891;
 18.2600;  12.6608;  14.0108;  42.9516;  37.0620;
 18.2610;  11.8965;  15.8049;  45.4727;  38.0054;
 18.2620;  13.4035;  15.3718;  32.7170;  36.4200;
 18.2630;  14.8190;  15.3631;  22.8863;  34.8109;
 18.2640;  14.9548;  15.8981;  17.7601;  33.5977;
 18.2650;  16.1773;  14.9574;  15.0512;  34.5416;
 18.2660;  16.0709;  16.4137;  14.4307;  34.7464;
 18.2670;  15.2115;  16.6156;  12.2559;  33.5109;
 18.2680;  14.4314;  13.5345;   8.9609;  34.1679;
 18.2690;  12.2592;  13.1549;   7.8660;  34.0999;
 18.2700;  10.3865;  13.4650;   8.8429;  34.0928;
 18.2710;  11.8408;  14.3889;  11.3250;  34.5837;
 18.2720;  14.3339;  16.7414;  11.6646;  33.5433;
 18.2730;  12.5757;  15.8801;   9.6336;  34.2301;
 18.2740;  10.5051;  14.9287;   8.7277;  34.3773;
 18.2750;  10.5235;  15.4374;   6.1185;  33.9136;
 18.2760;   9.3849;  14.4501;   3.7628;  34.1241;
 18.2770;   9.0810;  14.2964;   3.2413;  32.3105;
 18.2780;   9.5092;  16.1151;   0.8398;  32.9335;
 18.2790;  11.9361;  18.7713;  -0.1684;  30.6350;
 18.2800;  14.2313;  18.9903;   0.8004;  25.5556;
 18.2810;  11.6655;  16.3089;   3.6574;  29.8639;
 18.2820;  11.2253;  16.3864;   6.6824;  32.9237;
 18.2830;  11.3892;  17.3151;   1.7000;  31.2608;
 18.2840;   9.0108;  16.0195;  -5.5877;  33.0108;
 18.2850;  10.6452;  16.3485;  -4.3585;  32.6732;
 18.2860;  12.2084;  17.0227;   6.0390;  33.1314;
 18.2870;  11.1093;  15.8678;  16.1939;  34.2500;
 18.2880;  10.2112;  14.2971;  15.7171;  32.2261;
 18.2890;   9.8257;  12.8638;  15.5060;  32.2785;
 18.2900;  10.1777;  13.0836;  21.1807;  32.6001;
 18.2910;   9.9565;  13.7626;  20.0498;  32.9914;
 18.2920;  11.2104;  13.0286;  15.0621;  32.5482;
 18.2930;  12.0196;  12.6479;  11.8137;  29.6264;
 18.2940;  12.9010;  12.5724;   8.2346;  30.1224;
 18.2950;  16.4390;  12.4529;   6.9786;  32.0684;
 18.2960;  15.4347;  13.5758;   7.2942;  32.9624;
 18.2970;  14.7036;  16.1029;   6.3765;  32.7822;
 18.2980;  16.4590;  18.6610;   4.1555;  31.1154;
 18.2990;  13.0857;  19.3273;   3.7613;  32.3843;
 18.3000;  12.1378;  19.8451;   7.0482;  34.0052;
 18.3010;  13.3693;  21.5563;  11.4605;  34.5745;
 18.3020;  10.9536;  21.6223;  14.5779;  36.2575;
 18.3030;   9.2361;  19.3131;  10.5337;  35.2222;
 18.3040;  10.2295;  14.0723;   3.6322;  33.0569;
 18.3050;  15.0784;   8.2760;   4.8461;  32.8604;
 18.3060;  17.8798;   7.7867;   6.5911;  33.1030;
 18.3070;  15.1425;   8.3386;   5.2413;  32.8944;
 18.3080;  12.5886;   6.8786;   6.0975;  32.9674;
 18.3090;   9.5221;  10.2017;   6.2937;  33.8428;
 18.3100;   7.7939;  16.1197;   8.9276;  33.6215;
 18.3110;   9.5643;  18.2726;  10.1337;  33.8192;
 18.3120;  10.6525;  17.0037;   1.5988;  34.3245;
 18.3130;  10.9462;  14.2302;  -5.6934;  32.1901;
 18.3140;  10.8383;  13.0946;  -8.8096;  30.9648;
 18.3150;  10.2142;  13.1821; -12.5720;  30.9593;
 18.3160;  10.2671;  12.9772;  -7.5640;  30.6810;
 18.3170;  10.6754;  14.7724;   4.0872;  31.9710;
 18.3180;  11.6140;  17.8989;   9.5012;  33.3862;
 18.3190;  12.4795;  20.0725;   9.6693;  34.8778;
 18.3200;  11.0270;  18.6064;   8.1225;  35.0555;
 18.3210;   9.2164;  15.0967;   4.9315;  32.8293;
 18.3220;   9.8961;  15.3232;   4.9987;  32.8118;
 18.3230;  10.2038;  15.8070;  10.0235;  33.8493;
 18.3240;  10.5828;  14.9411;  16.1386;  33.4088;
 18.3250;  11.6041;  16.0490;  20.8838;  34.9749;
 18.3260;  10.3586;  15.7552;  20.9463;  37.2512;
 18.3270;  10.1034;  15.3222;  16.5286;  35.9718;
 18.3280;  10.0360;  15.6885;  11.9502;  33.3851;
 18.3290;   9.2156;  14.0658;   7.6778;  32.9918;
 18.3300;  11.0746;  14.0811;   6.0775;  33.4825;
 18.3310;  11.4002;  14.9107;   7.1174;  33.4484;
 18.3320;  11.4353;  14.4457;   6.4640;  33.3953;
 18.3330;  13.0073;  15.0257;   7.0150;  33.6773;
 18.3340;  12.4638;  15.3059;   7.5430;  34.6548;
 18.3350;  12.9486;  15.0571;   4.1220;  35.1353;
 18.3360;  12.6271;  15.0515;   1.5327;  34.2199;
 18.3370;  10.4787;  14.8350;   0.6324;  33.6284;
 18.3380;  11.6837;  14.9967;  -1.8327;  33.2723;
 18.3390;  13.7120;  14.9562;  -6.4381;  32.1210;
 18.3400;  13.6195;  14.0148;  -7.0099;  32.1818;
 18.3410;  12.2125;  12.6550;   1.0938;  33.5226;
 18.3420;  11.5222;  12.5291;   6.3656;  34.2703;
 18.3430;  12.0838;  13.4968;   6.9642;  35.8418;
 18.3440;  11.9825;  14.6056;  12.3217;  37.0376;
 18.3450;  12.5204;  16.5861;  17.1779;  35.3420;
 18.3460;  13.4015;  17.1757;  18.6338;  34.5447;
 18.3470;  13.4085;  15.9270;  17.5165;  35.3709;
 18.3480;  13.5762;  15.3029;  12.7359;  34.5154;
 18.3490;  13.2261;  14.5203;   9.7886;  34.1795;
 18.3500;  12.3084;  14.1474;   7.8442;  34.8561;
 18.3510;  11.8263;  15.7091;   7.4551;  33.9988;
 18.3520;  12.0556;  17.5393;  13.1878;  33.4851;
 18.3530;  12.0130;  16.9088;  17.6353;  34.2031;
 18.3540;  11.4124;  14.9264;  14.9818;  34.4635;
 18.3550;  11.3255;  14.6078;   9.8764;  33.8193;
 18.3560;  11.5080;  14.5805;  10.3060;  33.2770;
 18.3570;  11.4153;  14.8754;  15.3239;  34.5242;
 18.3580;  10.8124;  16.1412;  14.7798;  34.6320;
 18.3590;  11.1885;  17.0870;  11.3464;  33.3055;
 18.3600;  12.1288;  19.2947;  11.8750;  35.7475;
 18.3610;  11.2426;  19.7607;  12.9468;  37.0759;
 18.3620;  10.5731;  16.7062;  13.9013;  34.1906;
 18.3630;  10.4532;  15.9347;  16.0708;  33.8633;
 18.3640;  10.1058;  16.9425;  16.2297;  34.5596;
 18.3650;  10.3782;  16.6027;  11.3476;  33.3786;
 18.3660;  10.6284;  16.6200;   5.7344;  33.0885;
 18.3670;  11.1024;  17.0787;   4.1596;  33.6760;
 18.3680;  10.6241;  16.1489;   3.4217;  32.9889;
 18.3690;  10.8144;  15.2545;   5.2468;  31.9925;
 18.3700;  12.4352;  16.7175;  10.3059;  33.3563;
 18.3710;  11.4034;  17.0423;  10.7310;  32.9551;
 18.3720;  10.6192;  15.3137;   7.8846;  31.6378;
 18.3730;  11.2333;  16.2580;   5.8773;  33.4612;
 18.3740;  10.4975;  17.8388;   4.4857;  32.4952;
 18.3750;  10.1176;  17.4057;   4.5107;  32.4645;
 18.3760;  10.2164;  17.8137;   3.1125;  34.2407;
 18.3770;  10.4594;  18.1153;   2.8190;  32.3658;
 18.3780;  11.2666;  17.9490;   6.7157;  33.9789;
 18.3790;  14.8107;  21.0039;   8.6470;  32.1953;
 18.3800;  17.8318;  23.8157;  10.6305;  27.4136;
 18.3810;  14.7057;  22.0584;  15.1687;  33.5389;
 18.3820;  13.5356;  20.3130;  14.0539;  36.6542;
 18.3830;  14.6017;  20.3268;   6.8782;  33.8285;
 18.3840;  11.6020;  20.7214;   0.1898;  35.2894;
 18.3850;  11.5218;  20.9853;  -2.1775;  33.9943;
 18.3860;  12.7556;  19.2141;  -0.7627;  32.8068;
 18.3870;  10.5611;  19.3099;   2.3030;  34.1336;
 18.3880;  10.7717;  21.4483;  12.2121;  35.2173;
 18.3890;  13.0620;  20.4949;  24.2814;  38.9672;
 18.3900;  13.4213;  19.9021;  24.6303;  39.7204;
 18.3910;  12.3333;  19.8973;  18.7583;  37.9529;
 18.3920;  11.0177;  18.2999;  13.3034;  37.9632;
 18.3930;  11.3609;  19.4906;   7.8101;  36.2040;
 18.3940;  12.8997;  21.7849;   8.4662;  36.1413;
 18.3950;  11.6486;  20.5101;  12.4961;  38.1307;
 18.3960;  11.0108;  18.1560;  15.3084;  37.3169;
 18.3970;  12.6611;  18.3634;  15.7331;  36.8573;
 18.3980;  10.4893;  20.1092;  12.1341;  36.7879;
 18.3990;  11.1786;  21.7837;  12.9479;  35.6482;
 18.4000;  14.7565;  22.6363;  15.2731;  36.0680;
 18.4010;  11.8126;  21.3407;  11.3340;  35.0960;
 18.4020;  11.4719;  20.4126;   8.8049;  34.0401;
 18.4030;  14.6326;  20.9729;   7.1404;  36.2580;
 18.4040;  15.2309;  21.6039;   5.0587;  35.5883;
 18.4050;  17.0991;  23.1435;   6.3829;  33.7961;
 18.4060;  16.8098;  22.7842;   7.0591;  35.7519;
 18.4070;  15.3731;  21.2322;   7.1240;  38.2652;
 18.4080;  14.5193;  22.0573;   6.7752;  39.5292;
 18.4090;  12.1472;  20.5126;   5.2931;  37.3643;
 18.4100;  12.5940;  17.5101;   5.1625;  35.4774;
 18.4110;  12.5689;  19.9978;   5.0405;  35.9017;
 18.4120;  11.2580;  22.2552;   4.9699;  33.4772;
 18.4130;  12.4962;  18.8143;   4.8317;  33.2737;
 18.4140;  12.2062;  17.3724;   5.1246;  35.7624;
 18.4150;  11.1090;  17.7060;   6.6209;  35.7074;
 18.4160;  11.5582;  20.1365;   5.9750;  35.9724;
 18.4170;  12.0370;  36.4009;   5.2908;  36.8009;
 18.4180;  12.5128;  53.9645;   5.7081;  37.5023;
 18.4190;  12.5356;  54.9019;   4.8724;  36.6185;
 18.4200;  11.6218;  46.2126;   4.7735;  35.6760;
 18.4210;  11.7662;  32.6934;   5.3787;  37.7496;
 18.4220;  13.4426;  18.6878;   6.5907;  38.4529;
 18.4230;  12.6990;   8.2892;   7.5072;  38.9182;
 18.4240;  12.3536;   1.0084;   5.7165;  39.1650;
 18.4250;  14.6260;  -1.9696;   3.9120;  38.1281;
 18.4260;  13.9577;  -7.5876;   3.4872;  39.3072;
 18.4270;  13.9412;  -8.5407;   2.8821;  37.8495;
 18.4280;  15.3941;   1.9823;   2.7932;  36.8337;
 18.4290;  14.0360;   9.5419;   4.7964;  39.4846;
 18.4300;  13.8446;  15.2586;   7.6547;  38.9588;
 18.4310;  13.7647;  19.1037;   8.2437;  39.3548;
 18.4320;  12.7746;  18.7555;   6.7945;  40.6866;
 18.4330;  12.9747;  24.7966;   6.0037;  39.8534;
 18.4340;  11.9308;  31.0830;   6.7036;  40.3107;
 18.4350;  11.3377;  33.3380;   6.5373;  39.8717;
 18.4360;  13.0065;  34.7677;   6.1101;  39.9103;
 18.4370;  14.5642;  33.1447;   8.7681;  40.9505;
 18.4380;  14.4838;  30.1222;  11.7678;  40.4280;
 18.4390;  13.5642;  25.9833;  11.7351;  40.6436;
 18.4400;  12.6557;  25.8395;   8.6373;  39.6288;
 18.4410;  12.2272;  21.0343;   5.3070;  37.7557;
 18.4420;  14.5141;   4.7851;   4.8882;  38.5945;
 18.4430;  15.7072;   0.8918;   4.6668;  40.0680;
 18.4440;  13.2507;   8.4271;   4.6284;  40.6800;
 18.4450;  12.3015;  14.3818;   5.6303;  40.8732;
 18.4460;  12.3099;  19.5093;   6.1789;  41.0624;
 18.4470;  13.2123;  16.6862;   7.5708;  40.9765;
 18.4480;  15.1679;  23.4025;   7.6216;  40.6066;
 18.4490;  14.5070;  44.4673;   6.9014;  40.6413;
 18.4500;  14.2661;  49.4743;   5.6671;  39.8835;
 18.4510;  15.5428;  41.7837;   1.0832;  39.0600;
 18.4520;  16.3922;  36.1832;  -1.4505;  39.7608;
 18.4530;  16.6742;  28.8067;  -1.4319;  40.4293;
 18.4540;  14.9013;  20.4262;  -1.4291;  40.3290;
 18.4550;  14.3116;  12.1307;   1.3545;  39.2392;
 18.4560;  14.8947;   4.7508;   7.2478;  37.9971;
 18.4570;  14.1812;  -1.1547;  13.3524;  39.8414;
 18.4580;  16.5821;  -5.5964;  12.9339;  41.9146;
 18.4590;  19.0841;  -5.6669;   9.9248;  40.7949;
 18.4600;  16.8290;   0.6960;  10.0063;  40.8026;
 18.4610;  14.1855;  12.2367;   8.0630;  41.3224;
 18.4620;  13.5969;  20.1305;   9.2964;  40.5275;
 18.4630;  15.6381;  21.9506;  13.3744;  40.7548;
 18.4640;  16.3803;  23.2852;  15.8761;  39.2277;
 18.4650;  12.3676;  23.0603;  23.2664;  36.1501;
 18.4660;  11.3402;  23.0682;  25.1845;  34.0926;
 18.4670;  12.1293;  20.7888;  13.4708;  33.2283;
 18.4680;  10.1055;  14.0670;   1.4982;  34.1720;
 18.4690;  12.3210;  15.9073;  -4.0822;  35.0936;
 18.4700;  15.5707;  21.1792;  -4.8332;  36.7948;
 18.4710;  14.7119;  19.8598;   1.4041;  36.9567;
 18.4720;  13.7020;  24.5812;  12.0858;  34.9365;
 18.4730;  11.9964;  31.3625;  13.7461;  36.0461;
 18.4740;  10.5202;  29.2420;   6.4414;  35.9714;
 18.4750;  10.6529;  23.7190;   2.7114;  36.8542;
 18.4760;  12.5906;  16.7591;  -0.6240;  40.1867;
 18.4770;  14.1954;  14.5850;  -3.8204;  39.2668;
 18.4780;  11.4399;  16.1834;  -1.3674;  39.0302;
 18.4790;  12.6411;  14.8474;   1.3487;  34.3698;
 18.4800;  17.1811;  26.2060;   2.8291;  28.6591;
 18.4810;  15.5304;  46.1237;   4.5873;  35.0147;
 18.4820;  15.5377;  49.6961;   5.6467;  37.1008;
 18.4830;  17.4641;  42.3747;   5.7671;  34.0279;
 18.4840;  14.7926;  36.2626;   5.3555;  35.7418;
 18.4850;  12.8198;  27.4784;   5.3559;  33.7955;
 18.4860;  13.4675;  14.4764;   5.2177;  34.2839;
 18.4870;  15.9087;   6.1957;   7.5475;  37.8763;
 18.4880;  16.9342;   5.4683;   9.6674;  38.0410;
 18.4890;  14.7010;   0.2926;   6.5901;  38.3373;
 18.4900;  14.9234;  -3.6084;   5.3995;  35.9358;
 18.4910;  16.5593;   7.1837;   6.8151;  33.6420;
 18.4920;  16.9602;  20.6197;   5.9420;  35.0160;
 18.4930;  17.0881;  28.4608;   5.1522;  36.3659;
 18.4940;  15.1647;  38.4616;   4.4028;  37.3442;
 18.4950;  13.7383;  48.2399;   3.8965;  37.0766;
 18.4960;  13.2414;  45.2271;   2.8725;  36.4704;
 18.4970;  11.0292;  34.4691;   0.2933;  35.3419;
 18.4980;  12.2303;  29.3610;   0.5196;  33.5255;
 18.4990;  14.8174;  14.8437;   0.6901;  32.3146;
 18.5000;  12.0861;  -9.3603;  -0.5140;  30.9832;
 18.5010;  10.0176; -12.0322;   6.3140;  32.9681;
 18.5020;   9.9413;  -2.8908;  15.2667;  35.8785;
 18.5030;   8.7592;  -4.9473;  11.9820;  35.1021;
 18.5040;   9.7038;  -0.0373;   4.6113;  33.9976;
 18.5050;  10.4427;  15.0225;   4.1113;  33.0801;
 18.5060;  11.8902;  16.3699;   5.0404;  32.7514;
 18.5070;  15.7707;   8.9573;   6.2873;  33.4374;
 18.5080;  17.0230;   9.7349;  10.9081;  33.7265;
 18.5090;  16.8304;  11.1934;  12.9837;  33.7949;
 18.5100;  14.7776;   9.6396;   8.4825;  33.6216;
 18.5110;  12.7960;  13.0972;   3.9847;  34.7434;
 18.5120;  14.2112;  18.8971;   4.6257;  34.6169;
 18.5130;  12.6373;  22.8589;   5.2653;  32.5901;
 18.5140;  11.2050;  24.0379;   3.7963;  33.1502;
 18.5150;  12.1127;  21.6225;   3.8200;  32.8327;
 18.5160;  10.8841;  18.3703;   3.5218;  31.3172;
 18.5170;  12.0330;  16.9262;   3.1529;  32.8216;
 18.5180;  13.8004;  17.4954;   5.8010;  33.9585;
 18.5190;  13.7243;  17.3995;   8.4861;  33.5939;
 18.5200;  14.3263;  18.9959;   9.2951;  33.6583;
 18.5210;  13.5760;  23.5870;   9.6885;  32.6702;
 18.5220;  11.8794;  23.9076;   8.6380;  30.8242;
 18.5230;  10.9914;  21.7503;   5.8060;  30.5859;
 18.5240;  12.8869;  19.4301;   3.4209;  31.4628;
 18.5250;  14.7641;  17.7745;   1.8725;  31.9815;
 18.5260;  13.2955;  21.9453;   1.9489;  32.1363;
 18.5270;  12.7905;  21.6858;   5.2712;  31.6435;
 18.5280;  11.9358;  22.2176;   7.4192;  31.8239;
 18.5290;  10.5105;  41.3021;   5.7554;  32.0983;
 18.5300;  11.0281;  56.8168;   4.6977;  31.5005;
 18.5310;  11.3374;  52.8937;   3.2363;  32.1421;
 18.5320;  12.2646;  44.5752;  -0.1546;  31.6796;
 18.5330;  12.5168;  34.7481;  -1.1054;  30.5877;
 18.5340;  12.6294;  23.9896;  -0.7269;  31.7267;
 18.5350;  12.8008;  14.5598;   0.3078;  31.5013;
 18.5360;  10.1305;   4.5100;   5.0811;  31.7790;
 18.5370;   9.4879;  -3.3768;   9.5329;  33.9553;
 18.5380;  10.1647;  -9.0802;  11.6390;  32.7902;
 18.5390;   9.9153;  -9.2203;  13.5058;  30.4893;
 18.5400;  10.8509;  -1.1070;  12.2602;  30.8466;
 18.5410;   9.9538;  10.7475;   8.7783;  31.6276;
 18.5420;  11.0042;  21.3058;   8.7691;  30.9418;
 18.5430;  14.3981;  23.6240;  11.8377;  29.8758;
 18.5440;  13.8120;  24.6988;  13.3368;  29.1013;
 18.5450;  13.8256;  27.9330;  15.0582;  27.0636;
 18.5460;  16.5524;  23.2999;  18.3488;  24.9015;
 18.5470;  16.3380;  21.3031;  17.2129;  24.4574;
 18.5480;  12.9387;  23.8617;  14.8109;  25.0125;
 18.5490;  11.4640;  22.8060;  15.2082;  26.4196;
 18.5500;  12.2455;  24.9082;  13.0443;  27.5812;
 18.5510;  10.8135;  22.7176;   8.8589;  27.8370;
 18.5520;   7.9663;  22.6528;   4.9073;  28.3413;
 18.5530;   7.2571;  40.7155;   4.2956;  29.5376;
 18.5540;   9.3906;  56.2109;   5.8184;  30.3700;
 18.5550;  10.6190;  55.6123;   3.5487;  28.4273;
 18.5560;   8.9879;  46.4248;   5.7308;  27.2394;
 18.5570;   8.5211;  31.3104;  13.1970;  31.1498;
 18.5580;   8.6298;  18.6338;  16.3186;  33.7430;
 18.5590;   8.8850;  19.4918;  12.0194;  33.1260;
 18.5600;  10.9505;  23.1943;   0.5011;  32.9964;
 18.5610;  11.8580;  10.0681;  -1.8328;  29.9648;
 18.5620;  13.1515;  -2.8123;   8.8308;  26.4835;
 18.5630;  15.6820;  -2.3333;  14.5559;  25.0719;
 18.5640;  14.8949;  -6.5038;  14.3382;  21.6822;
 18.5650;  12.8797;  -8.0466;  11.6660;  21.2858;
 18.5660;  13.3585;  -6.4127;   8.9069;  24.4325;
 18.5670;  12.7888;  -9.0012;   8.1756;  25.3385;
